Date,Product_ID,Quantity_Sold,Price,Revenue,Holiday,Promotion,Economic_Indicator,Competitor_Price,Marketing_Expenditure,Month,Year,Week
2019-02-15,P003,103,49.959400354758216,5145.818236540096,0,0,1.015084152138224,48.9783467272615,3541.87617934845,2,2019,7
2019-02-16,P001,115,90.48042968761484,10405.249414075706,0,0,0.9643500503029506,93.51295729818936,3003.186174754637,2,2019,7
2019-02-16,P002,110,82.17015666225016,9038.71723284752,0,0,1.0404231976984264,85.69228833810894,2105.468796198019,2,2019,7
2019-02-16,P003,116,26.852389214467923,3114.877148878279,0,0,0.9839943294280185,27.570194042557866,2440.921019163922,2,2019,7
2019-02-17,P001,114,52.17146899893902,5947.547465879048,0,0,1.0393724714793668,48.737417421845336,1428.7445620786302,2,2019,7
2019-02-17,P002,107,77.54041733509533,8296.8246548552,0,0,0.9625193845300892,76.98532916741398,2789.3516010614344,2,2019,7
2019-02-17,P003,105,64.89668448635413,6814.151871067184,0,0,0.9736765871061376,65.56022682007925,3349.387380646568,2,2019,7
2019-02-18,P001,99,30.88123434254569,3057.242199912024,0,0,1.0020692599236911,29.72655175549192,1148.094443150926,2,2019,8
2019-02-18,P002,109,19.1623584340757,2088.697069314251,0,0,1.044302684839693,18.088102196420152,3221.93365217755,2,2019,8
2019-02-18,P003,97,63.62627156194347,6171.748341508516,0,0,0.95526690549278,62.70879282844985,2249.2665294057206,2,2019,8
2019-02-19,P001,108,39.19334223326271,4232.8809611923725,0,0,1.0375553520331753,41.80211577760556,4934.673529967695,2,2019,8
2019-02-19,P002,106,87.00009051585734,9222.009594680878,0,0,0.8727408595462203,88.53828636898398,2136.392897997599,2,2019,8
2019-02-19,P003,107,83.8345808933037,8970.300155583496,0,0,1.0555626236958358,75.91974347597086,1745.8020698671132,2,2019,8
2019-02-20,P001,96,40.5308734187345,3890.963848198512,0,1,1.0103768749326378,44.366970639069294,3837.3097860519674,2,2019,8
2019-02-20,P002,94,14.745249961366676,1386.0534963684674,0,0,0.9869491045755734,16.179355852862887,2082.0367992991214,2,2019,8
2019-02-20,P003,108,42.450618028274505,4584.666747053647,0,0,0.9443121210497124,46.00153396254324,4556.109334318488,2,2019,8
2019-02-21,P001,110,32.81888652918882,3610.0775182107695,0,0,1.0027640272125553,29.967708807314114,4674.53231914712,2,2019,8
2019-02-21,P002,85,15.58742569282667,1324.931183890267,0,0,1.048189716744566,14.869178324523228,2904.392718526994,2,2019,8
2019-02-21,P003,99,49.97596765100391,4947.620797449386,0,0,1.0014778275439904,47.879774794647446,1237.0787494355789,2,2019,8
2019-02-22,P001,110,36.86938464416082,4055.63231085769,0,0,1.0646441848637307,37.75484542093529,2039.773540517539,2,2019,8
2019-02-22,P002,106,64.9044660720692,6879.873403639335,0,0,0.9364442126757092,70.61665684658826,2348.094192758613,2,2019,8
2019-02-22,P003,120,36.9855996581327,4438.271958975924,0,1,0.9789363595511524,37.36280873728895,4575.135931625562,2,2019,8
2019-02-23,P001,94,18.19185791705385,1710.034644203062,0,0,1.0254108815824257,16.554108034809936,4763.253952101198,2,2019,8
2019-02-23,P002,118,23.00134236309108,2714.158398844747,0,1,1.0013937523774263,22.89725139644817,4355.849000537412,2,2019,8
2019-02-23,P003,89,31.793712183344493,2829.64038431766,0,0,1.0511796768701316,31.08396256565211,2388.707894878823,2,2019,8
2019-02-24,P001,98,41.066996018817385,4024.565609844104,0,0,0.9819630743254946,42.303312301081874,3470.8996945444223,2,2019,8
2019-02-24,P002,112,64.21727906710869,7192.335255516174,0,0,0.9209870482231302,65.27338388222654,2951.13420975361,2,2019,8
2019-02-24,P003,126,37.36769155627173,4708.329136090238,0,0,0.955722464043637,39.95265925512443,2625.824282022455,2,2019,8
2019-02-25,P001,105,32.08096553316089,3368.501380981894,0,0,0.9303197458141916,34.57435728559612,4837.859729327629,2,2019,9
2019-02-25,P002,119,51.27334642233498,6101.528224257862,0,0,1.0568540371324242,54.238223667026695,3450.944168324941,2,2019,9
2019-02-25,P003,106,17.245366164348763,1828.0088134209689,0,0,1.0282278482992098,18.922602666769176,4815.740205640335,2,2019,9
2019-02-26,P001,117,81.25391916222172,9506.70854197994,0,1,0.9318825989710215,77.73081323191643,4774.888340480784,2,2019,9
2019-02-26,P002,110,84.13905090050075,9255.295599055082,0,0,1.049382691985033,91.7868320202115,3672.0498762405673,2,2019,9
2019-02-26,P003,122,85.95780737206289,10486.852499391673,0,0,0.9918196661129688,78.23286129162013,3116.888701333467,2,2019,9
2019-02-27,P001,111,60.10861664938973,6672.05644808226,0,0,1.0210028052767883,62.32033854983543,4189.463287727645,2,2019,9
2019-02-27,P002,123,97.92586603964418,12044.881522876234,0,0,1.0477111686266372,98.01354026875254,4400.539942615506,2,2019,9
2019-02-27,P003,101,13.457941292128488,1359.2520705049774,0,0,0.957967527893232,12.369370169433122,3869.7789707726006,2,2019,9
2019-02-28,P001,90,91.00715431782092,8190.643888603884,0,0,0.8480072973266936,86.50907116978736,4569.700198719171,2,2019,9
2019-02-28,P002,115,57.98513671637107,6668.290722382673,0,0,1.020429004662343,56.55665564100397,4040.924319788179,2,2019,9
2019-02-28,P003,108,87.65756739498312,9467.017278658175,0,0,0.9408442017534696,81.46131459471412,1384.957114712236,2,2019,9
2019-03-01,P001,109,64.26002384822877,7004.342599456936,0,0,0.946142417209158,67.24793074134898,4746.865135071988,3,2019,9
2019-03-01,P002,113,17.416643959253122,1968.0807673956028,0,0,0.980181126586627,16.37278080011367,4629.826658608779,3,2019,9
2019-03-01,P003,98,63.8878316731192,6261.007503965682,0,0,0.9338207905140876,64.04691538269228,2628.081004810144,3,2019,9
2019-03-02,P001,112,53.38714660939267,5979.360420251979,0,1,0.9649453371742164,51.102171483164,2555.617993235999,3,2019,9
2019-03-02,P002,101,59.90351882052757,6050.255400873285,0,0,1.0252694662883175,63.01223882749183,2559.9960636317765,3,2019,9
2019-03-02,P003,115,94.12830168223236,10824.754693456722,0,1,1.0463332231764937,94.13732373193544,4808.771599984664,3,2019,9
2019-03-03,P001,94,87.59399769108634,8233.835782962116,0,0,0.9638545288763982,80.40352663478785,3909.704495275437,3,2019,9
2019-03-03,P002,90,80.75690001123712,7268.121001011341,0,0,1.0189926837202077,79.7438566769493,2110.9546160205496,3,2019,9
2019-03-03,P003,106,87.9831249052367,9326.211239955092,0,0,0.992794070299648,93.89611328756958,4084.8167437563343,3,2019,9
2019-03-04,P001,103,21.355287577208905,2199.594620452517,0,1,1.1005041591319746,20.621120108816253,2015.530853876811,3,2019,10
2019-03-04,P002,92,60.78890995674311,5592.579716020367,0,0,0.9695884278364654,63.1972459249476,2610.798264023056,3,2019,10
2019-03-04,P003,110,62.73933515447893,6901.326866992682,0,0,1.078237209188553,64.9465577982784,4496.932341483323,3,2019,10
2019-03-05,P001,107,40.91971103977162,4378.409081255563,0,0,0.9947119813059406,41.20380842997074,4294.858062818925,3,2019,10
2019-03-05,P002,87,42.70617594190215,3715.437306945487,0,0,1.0273434498191247,38.64695267595928,4195.91530986375,3,2019,10
2019-03-05,P003,100,20.24273817889389,2024.2738178893892,0,0,0.969899608257643,18.228881684026977,2075.3158371384707,3,2019,10
2019-03-06,P001,87,14.616826833892247,1271.6639345486255,0,0,0.9946544665430652,15.487162395708827,3878.3314312905286,3,2019,10
2019-03-06,P002,121,36.12239857791619,4370.810227927858,0,1,1.008897867909522,37.62378654992519,2782.30771908054,3,2019,10
2019-03-06,P003,115,38.79584199593921,4461.52182953301,0,0,0.9576321209109704,41.83310850637166,3051.817689151096,3,2019,10
2019-03-07,P001,113,42.03119773447756,4749.525343995964,0,0,1.0847829334271213,42.54247317120161,3556.821451480688,3,2019,10
2019-03-07,P002,94,13.162450355290025,1237.2703333972622,0,0,1.0112069591618174,13.511980033249388,1128.6488501086185,3,2019,10
2019-03-07,P003,110,15.391600108109,1693.0760118919902,0,0,1.00919775239817,16.12099480691373,4718.192537432586,3,2019,10
2019-03-08,P001,122,96.22842475518074,11739.86782013205,0,1,0.9049246335387106,98.83634041855888,1073.5848267091112,3,2019,10
2019-03-08,P002,98,38.825387297468616,3804.887955151925,0,1,1.1292715759558485,35.18844253359664,2130.498396361289,3,2019,10
2019-03-08,P003,108,61.0020499024215,6588.2213894615215,0,0,0.9829098658580372,62.89633675139599,2557.305976784234,3,2019,10
2019-03-09,P001,103,25.066377549515693,2581.8368876001164,0,0,0.9301281123756692,25.531169570199808,4205.260610045714,3,2019,10
2019-03-09,P002,108,59.8668569021002,6465.620545426822,0,0,1.1239461978662186,56.244109035958815,4588.142207442774,3,2019,10
2019-03-09,P003,98,22.55744990218022,2210.630090413661,0,0,0.9404349038876132,20.37849827972515,1410.4848509834792,3,2019,10
2019-03-10,P001,114,50.80915261652598,5792.243398283961,0,0,1.0533178158803165,48.75990128345151,3185.847484305104,3,2019,10
2019-03-10,P002,107,82.17621680938765,8792.855198604479,0,0,1.0088748911486287,76.50997189673004,3718.601032629423,3,2019,10
2019-03-10,P003,108,59.697426385119215,6447.322049592875,0,0,0.9527764349454524,62.35784910516095,4113.181002882231,3,2019,10
2019-03-11,P001,126,49.303766838389386,6212.274621637062,0,0,1.0478583128642982,50.63800753169609,1255.5769444304185,3,2019,11
2019-03-11,P002,114,67.65599996961353,7712.783996535943,0,0,1.007500170493682,70.60970333673276,3663.399571411,3,2019,11
2019-03-11,P003,116,90.4968584151696,10497.635576159671,0,0,0.911515061367272,87.00249076233392,2539.106663360448,3,2019,11
2019-03-12,P001,103,95.3301004303378,9819.000344324792,0,0,1.0080274531756577,89.19974324771417,4753.488894957582,3,2019,11
2019-03-12,P002,95,95.1672617398559,9040.88986528631,0,1,0.9670899166368626,91.37499002554488,4397.865953703783,3,2019,11
2019-03-12,P003,95,83.35601661902,7918.8215788069,0,1,1.0058791045855424,81.10468201023072,1934.487688207838,3,2019,11
2019-03-13,P001,116,77.95072201674417,9042.283753942324,0,0,1.0723433262656443,70.67575283891436,4829.121056987071,3,2019,11
2019-03-13,P002,100,45.99988843453014,4599.988843453014,0,0,0.973883931983714,42.79247166461039,4850.747882899771,3,2019,11
